"Year","State","State_ab","Population"
1978,"Oregon              ","OR",2518000
1978,"Pennsylvania        ","PA",11879000
1978,"Rhode Island        ","RI",952000
1978,"South Carolina      ","SC",3044000
1978,"South Dakota        ","SD",689000
1978,"Tennessee           ","TN",4486000
1978,"Texas               ","TX",13500000
1978,"Utah                ","UT",1368000
1978,"Vermont             ","VT",498000
1978,"Virginia            ","VA",5270000
1978,"Washington          ","WA",3889000
1978,"West Virginia       ","WV",1923000
1978,"Wisconsin           ","WI",4646000
1978,"Wyoming             ","WY",433000
1979,"Alabama             ","AL",3866000
1979,"Alaska              ","AK",403000
1979,"Arizona             ","AZ",2636000
1979,"Arkansas            ","AR",2271000
1979,"California          ","CA",23257000
1979,"Colorado            ","CO",2849000
1979,"Connecticut         ","CT",3096000
1979,"Delaware            ","DE",595000
1979,"Florida             ","FL",9426000
1979,"Georgia             ","GA",5401000
1979,"Hawaii              ","HI",953000
1979,"Idaho               ","ID",933000
1979,"Illinois            ","IL",11397000
1979,"Indiana             ","IN",5501000
1979,"Iowa                ","IA",2916000
1979,"Kansas              ","KS",2351000
1979,"Kentucky            ","KY",3642000
1979,"Louisiana           ","LA",4138000
1979,"Maine               ","ME",1123000
1979,"Maryland            ","MD",4191000
1979,"Massachusetts       ","MA",5738000
1979,"Michigan            ","MI",9266000
1979,"Minnesota           ","MN",4050000
1979,"Mississippi         ","MS",2507000
1979,"Missouri            ","MO",4912000
1979,"Montana             ","MT",787000
1979,"Nebraska            ","NE",1567000
1979,"Nevada              ","NV",765000
1979,"New Hampshire       ","NH",909000
1979,"New Jersey          ","NJ",7367000
1979,"New Mexico          ","NM",1285000
1979,"New York            ","NY",17584000
1979,"North Carolina      ","NC",5823000
1979,"North Dakota        ","ND",653000
1979,"Ohio                ","OH",10798000
1979,"Oklahoma            ","OK",2975000
1979,"Oregon              ","OR",2588000
1979,"Pennsylvania        ","PA",11888000
1979,"Rhode Island        ","RI",950000
1979,"South Carolina      ","SC",3090000
1979,"South Dakota        ","SD",688000
1979,"Tennessee           ","TN",4560000
1979,"Texas               ","TX",13888000
1979,"Utah                ","UT",1420000
1979,"Vermont             ","VT",505000
1979,"Virginia            ","VA",5308000
1979,"Washington          ","WA",4018000
1979,"West Virginia       ","WV",1942000
1979,"Wisconsin           ","WI",4683000
1979,"Wyoming             ","WY",454000
1980,"Alabama             ","AL",3894000
1980,"Alaska              ","AK",402000
1980,"Arizona             ","AZ",2718000
1980,"Arkansas            ","AR",2286000
1980,"California          ","CA",23668000
1980,"Colorado            ","CO",2890000
1980,"Connecticut         ","CT",3108000
1980,"Delaware            ","DE",594000
1980,"Florida             ","FL",9746000
1980,"Georgia             ","GA",5463000
1980,"Hawaii              ","HI",965000
1980,"Idaho               ","ID",944000
1980,"Illinois            ","IL",11427000
1980,"Indiana             ","IN",5490000
1980,"Iowa                ","IA",2914000
1980,"Kansas              ","KS",2364000
1980,"Kentucky            ","KY",3661000
1980,"Louisiana           ","LA",4206000
1980,"Maine               ","ME",1125000
1980,"Maryland            ","MD",4217000
1980,"Massachusetts       ","MA",5737000
1980,"Michigan            ","MI",9262000
1980,"Minnesota           ","MN",4076000
1980,"Mississippi         ","MS",2521000
1980,"Missouri            ","MO",4917000
1980,"Montana             ","MT",787000
1980,"Nebraska            ","NE",1570000
1980,"Nevada              ","NV",8e+05
1980,"New Hampshire       ","NH",921000
1980,"New Jersey          ","NJ",7365000
1980,"New Mexico          ","NM",1303000
1980,"New York            ","NY",17558000
1980,"North Carolina      ","NC",5882000
1980,"North Dakota        ","ND",653000
1980,"Ohio                ","OH",10798000
1980,"Oklahoma            ","OK",3025000
1980,"Oregon              ","OR",2633000
1980,"Pennsylvania        ","PA",11864000
1980,"Rhode Island        ","RI",947000
1980,"South Carolina      ","SC",3122000
1980,"South Dakota        ","SD",691000
1980,"Tennessee           ","TN",4591000
1980,"Texas               ","TX",14229000
1980,"Utah                ","UT",1461000
1980,"Vermont             ","VT",511000
1980,"Virginia            ","VA",5347000
1980,"Washington          ","WA",4132000
1980,"West Virginia       ","WV",1950000
1980,"Wisconsin           ","WI",4706000
1980,"Wyoming             ","WY",470000
1981,"Alabama             ","AL",3919000
1981,"Alaska              ","AK",418000
1981,"Arizona             ","AZ",2810000
1981,"Arkansas            ","AR",2293000
1981,"California          ","CA",24286000
1981,"Colorado            ","CO",2978000
1981,"Connecticut         ","CT",3129000
1981,"Delaware            ","DE",596000
1981,"Florida             ","FL",10193000
1981,"Georgia             ","GA",5568000
1981,"Hawaii              ","HI",978000
1981,"Idaho               ","ID",962000
1981,"Illinois            ","IL",11443000
1981,"Indiana             ","IN",5480000
1981,"Iowa                ","IA",2908000
1981,"Kansas              ","KS",2385000
1981,"Kentucky            ","KY",3670000
1981,"Louisiana           ","LA",4283000
1981,"Maine               ","ME",1133000
1981,"Maryland            ","MD",4262000
1981,"Massachusetts       ","MA",5769000
1981,"Michigan            ","MI",9209000
1981,"Minnesota           ","MN",4112000
1981,"Mississippi         ","MS",2539000
1981,"Missouri            ","MO",4932000
1981,"Montana             ","MT",795000
1981,"Nebraska            ","NE",1579000
1981,"Nevada              ","NV",848000
1981,"New Hampshire       ","NH",937000
1981,"New Jersey          ","NJ",7407000
1981,"New Mexico          ","NM",1333000
1981,"New York            ","NY",17568000
1981,"North Carolina      ","NC",5957000
1981,"North Dakota        ","ND",660000
1981,"Ohio                ","OH",10788000
1981,"Oklahoma            ","OK",3096000
1981,"Oregon              ","OR",2668000
1981,"Pennsylvania        ","PA",11859000
1981,"Rhode Island        ","RI",953000
1981,"South Carolina      ","SC",3179000
1981,"South Dakota        ","SD",690000
1981,"Tennessee           ","TN",4628000
1981,"Texas               ","TX",14746000
1981,"Utah                ","UT",1515000
1981,"Vermont             ","VT",516000
1981,"Virginia            ","VA",5444000
1981,"Washington          ","WA",4236000
1981,"West Virginia       ","WV",1954000
1981,"Wisconsin           ","WI",4726000
1981,"Wyoming             ","WY",492000
1982,"Alabama             ","AL",3925000
1982,"Alaska              ","AK",450000
1982,"Arizona             ","AZ",2890000
1982,"Arkansas            ","AR",2294000
1982,"California          ","CA",24820000
1982,"Colorado            ","CO",3062000
1982,"Connecticut         ","CT",3139000
1982,"Delaware            ","DE",599000
1982,"Florida             ","FL",10471000
1982,"Georgia             ","GA",5650000
1982,"Hawaii              ","HI",994000
1982,"Idaho               ","ID",974000
1982,"Illinois            ","IL",11423000
1982,"Indiana             ","IN",5468000
1982,"Iowa                ","IA",2888000
1982,"Kansas              ","KS",2401000
1982,"Kentucky            ","KY",3683000
1982,"Louisiana           ","LA",4353000
1982,"Maine               ","ME",1137000
1982,"Maryland            ","MD",4283000
1982,"Massachusetts       ","MA",5771000
1982,"Michigan            ","MI",9115000
1982,"Minnesota           ","MN",4131000
1982,"Mississippi         ","MS",2557000
1982,"Missouri            ","MO",4929000
1982,"Montana             ","MT",804000
1982,"Nebraska            ","NE",1582000
1982,"Nevada              ","NV",882000
1982,"New Hampshire       ","NH",948000
1982,"New Jersey          ","NJ",7431000
1982,"New Mexico          ","NM",1364000
1982,"New York            ","NY",17590000
1982,"North Carolina      ","NC",6019000
1982,"North Dakota        ","ND",669000
1982,"Ohio                ","OH",10757000
1982,"Oklahoma            ","OK",3206000
1982,"Oregon              ","OR",2665000
1982,"Pennsylvania        ","PA",11845000
1982,"Rhode Island        ","RI",954000
1982,"South Carolina      ","SC",3208000
1982,"South Dakota        ","SD",691000
1982,"Tennessee           ","TN",4646000
1982,"Texas               ","TX",15331000
1982,"Utah                ","UT",1558000
1982,"Vermont             ","VT",519000
1982,"Virginia            ","VA",5493000
1982,"Washington          ","WA",4277000
1982,"West Virginia       ","WV",1950000
1982,"Wisconsin           ","WI",4729000
1982,"Wyoming             ","WY",506000
