"BRANCHES","ID","New_Char","STNAME","TOTAL","YEAR"
115,"CB_1965_HI",,"Hawaii",7,"1965"
235,"CB_1965_IA",,"Iowa",659,"1965"
127,"CB_1965_ID",,"Idaho",25,"1965"
5,"CB_1965_IL",,"Illinois",1044,"1965"
471,"CB_1965_IN",,"Indiana",418,"1965"
49,"CB_1965_KS",,"Kansas",596,"1965"
232,"CB_1965_KY",,"Kentucky",340,"1965"
248,"CB_1965_LA",,"Louisiana",213,"1965"
565,"CB_1965_MA",,"Massachusetts",156,"1965"
388,"CB_1965_MD",,"Maryland",121,"1965"
166,"CB_1965_ME",,"Maine",39,"1965"
891,"CB_1965_MI",,"Michigan",352,"1965"
10,"CB_1965_MN",,"Minnesota",717,"1965"
63,"CB_1965_MO",,"Missouri",644,"1965"
221,"CB_1965_MS",,"Mississippi",196,"1965"
3,"CB_1965_MT",,"Montana",129,"1965"
733,"CB_1965_NC",,"North Carolina",145,"1965"
49,"CB_1965_ND",,"North Dakota",163,"1965"
28,"CB_1965_NE",,"Nebraska",430,"1965"
27,"CB_1965_NH",,"New Hampshire",71,"1965"
673,"CB_1965_NJ",,"New Jersey",230,"1965"
95,"CB_1965_NM",,"New Mexico",64,"1965"
63,"CB_1965_NV",,"Nevada",9,"1965"
1926,"CB_1965_NY",,"New York",316,"1965"
948,"CB_1965_OH",,"Ohio",540,"1965"
38,"CB_1965_OK",,"Oklahoma",420,"1965"
265,"CB_1965_OR",,"Oregon",48,"1965"
1235,"CB_1965_PA",,"Pennsylvania",561,"1965"
138,"CB_1965_PR",,"Puerto Rico",7,"1965"
118,"CB_1965_RI",,"Rhode Island",9,"1965"
270,"CB_1965_SC",,"South Carolina",125,"1965"
76,"CB_1965_SD",,"South Dakota",169,"1965"
328,"CB_1965_TN",,"Tennessee",294,"1965"
52,"CB_1965_TX",,"Texas",1130,"1965"
109,"CB_1965_UT",,"Utah",56,"1965"
558,"CB_1965_VA",,"Virginia",262,"1965"
6,"CB_1965_VI",,"Virgin Islands Of The U.S.",1,"1965"
57,"CB_1965_VT",,"Vermont",47,"1965"
409,"CB_1965_WA",,"Washington",99,"1965"
170,"CB_1965_WI",,"Wisconsin",577,"1965"
0,"CB_1965_WV",,"West Virginia",186,"1965"
1,"CB_1965_WY",,"Wyoming",69,"1965"
51,"CB_1964_AK",,"Alaska",10,"1964"
142,"CB_1964_AL",,"Alabama",252,"1964"
90,"CB_1964_AR",,"Arkansas",241,"1964"
0,"CB_1964_AS",,"American Samoa",0,"1964"
239,"CB_1964_AZ",,"Arizona",15,"1964"
2273,"CB_1964_CA",,"California",194,"1964"
8,"CB_1964_CO",,"Colorado",207,"1964"
286,"CB_1964_CT",,"Connecticut",61,"1964"
84,"CB_1964_DC",,"District Of Columbia",15,"1964"
64,"CB_1964_DE",,"Delaware",20,"1964"
17,"CB_1964_FL",,"Florida",421,"1964"
0,"CB_1964_FM",,"Federated States of Micronesia",0,"1964"
169,"CB_1964_GA",,"Georgia",381,"1964"
0,"CB_1964_GU",,"Guam",0,"1964"
114,"CB_1964_HI",,"Hawaii",7,"1964"
221,"CB_1964_IA",,"Iowa",659,"1964"
120,"CB_1964_ID",,"Idaho",24,"1964"
5,"CB_1964_IL",,"Illinois",1024,"1964"
441,"CB_1964_IN",,"Indiana",426,"1964"
50,"CB_1964_KS",,"Kansas",593,"1964"
213,"CB_1964_KY",,"Kentucky",342,"1964"
236,"CB_1964_LA",,"Louisiana",208,"1964"
524,"CB_1964_MA",,"Massachusetts",154,"1964"
364,"CB_1964_MD",,"Maryland",120,"1964"
154,"CB_1964_ME",,"Maine",40,"1964"
803,"CB_1964_MI",,"Michigan",359,"1964"
9,"CB_1964_MN",,"Minnesota",714,"1964"
56,"CB_1964_MO",,"Missouri",632,"1964"
191,"CB_1964_MS",,"Mississippi",194,"1964"
3,"CB_1964_MT",,"Montana",128,"1964"
713,"CB_1964_NC",,"North Carolina",151,"1964"
44,"CB_1964_ND",,"North Dakota",159,"1964"
27,"CB_1964_NE",,"Nebraska",427,"1964"
20,"CB_1964_NH",,"New Hampshire",70,"1964"
627,"CB_1964_NJ",,"New Jersey",233,"1964"
84,"CB_1964_NM",,"New Mexico",63,"1964"
58,"CB_1964_NV",,"Nevada",8,"1964"
1807,"CB_1964_NY",,"New York",326,"1964"
871,"CB_1964_OH",,"Ohio",546,"1964"
36,"CB_1964_OK",,"Oklahoma",416,"1964"
249,"CB_1964_OR",,"Oregon",49,"1964"
1145,"CB_1964_PA",,"Pennsylvania",581,"1964"
134,"CB_1964_PR",,"Puerto Rico",7,"1964"
105,"CB_1964_RI",,"Rhode Island",8,"1964"
242,"CB_1964_SC",,"South Carolina",129,"1964"
72,"CB_1964_SD",,"South Dakota",172,"1964"
295,"CB_1964_TN",,"Tennessee",290,"1964"
50,"CB_1964_TX",,"Texas",1115,"1964"
103,"CB_1964_UT",,"Utah",54,"1964"
486,"CB_1964_VA",,"Virginia",277,"1964"
6,"CB_1964_VI",,"Virgin Islands Of The U.S.",1,"1964"
49,"CB_1964_VT",,"Vermont",48,"1964"
378,"CB_1964_WA",,"Washington",96,"1964"
170,"CB_1964_WI",,"Wisconsin",575,"1964"
0,"CB_1964_WV",,"West Virginia",183,"1964"
1,"CB_1964_WY",,"Wyoming",68,"1964"
48,"CB_1963_AK",,"Alaska",9,"1963"
129,"CB_1963_AL",,"Alabama",242,"1963"
77,"CB_1963_AR",,"Arkansas",238,"1963"
0,"CB_1963_AS",,"American Samoa",0,"1963"
223,"CB_1963_AZ",,"Arizona",12,"1963"
2122,"CB_1963_CA",,"California",149,"1963"
7,"CB_1963_CO",,"Colorado",194,"1963"
258,"CB_1963_CT",,"Connecticut",58,"1963"
76,"CB_1963_DC",,"District Of Columbia",14,"1963"
60,"CB_1963_DE",,"Delaware",20,"1963"
16,"CB_1963_FL",,"Florida",382,"1963"
0,"CB_1963_FM",,"Federated States of Micronesia",0,"1963"
160,"CB_1963_GA",,"Georgia",370,"1963"
0,"CB_1963_GU",,"Guam",0,"1963"
111,"CB_1963_HI",,"Hawaii",7,"1963"
212,"CB_1963_IA",,"Iowa",657,"1963"
111,"CB_1963_ID",,"Idaho",27,"1963"
4,"CB_1963_IL",,"Illinois",1003,"1963"
399,"CB_1963_IN",,"Indiana",432,"1963"
45,"CB_1963_KS",,"Kansas",591,"1963"
198,"CB_1963_KY",,"Kentucky",341,"1963"
220,"CB_1963_LA",,"Louisiana",198,"1963"
476,"CB_1963_MA",,"Massachusetts",157,"1963"
332,"CB_1963_MD",,"Maryland",117,"1963"
151,"CB_1963_ME",,"Maine",40,"1963"
726,"CB_1963_MI",,"Michigan",365,"1963"
8,"CB_1963_MN",,"Minnesota",699,"1963"
48,"CB_1963_MO",,"Missouri",624,"1963"
177,"CB_1963_MS",,"Mississippi",192,"1963"
3,"CB_1963_MT",,"Montana",124,"1963"
669,"CB_1963_NC",,"North Carolina",155,"1963"
38,"CB_1963_ND",,"North Dakota",155,"1963"
26,"CB_1963_NE",,"Nebraska",418,"1963"
4,"CB_1963_NH",,"New Hampshire",73,"1963"
572,"CB_1963_NJ",,"New Jersey",232,"1963"
79,"CB_1963_NM",,"New Mexico",61,"1963"
52,"CB_1963_NV",,"Nevada",7,"1963"
1698,"CB_1963_NY",,"New York",336,"1963"
815,"CB_1963_OH",,"Ohio",551,"1963"
34,"CB_1963_OK",,"Oklahoma",400,"1963"
234,"CB_1963_OR",,"Oregon",49,"1963"
1045,"CB_1963_PA",,"Pennsylvania",611,"1963"
130,"CB_1963_PR",,"Puerto Rico",7,"1963"
100,"CB_1963_RI",,"Rhode Island",8,"1963"
217,"CB_1963_SC",,"South Carolina",134,"1963"
71,"CB_1963_SD",,"South Dakota",172,"1963"
271,"CB_1963_TN",,"Tennessee",289,"1963"
45,"CB_1963_TX",,"Texas",1083,"1963"
95,"CB_1963_UT",,"Utah",50,"1963"
430,"CB_1963_VA",,"Virginia",280,"1963"
6,"CB_1963_VI",,"Virgin Islands Of The U.S.",1,"1963"
43,"CB_1963_VT",,"Vermont",48,"1963"
344,"CB_1963_WA",,"Washington",92,"1963"
165,"CB_1963_WI",,"Wisconsin",573,"1963"
0,"CB_1963_WV",,"West Virginia",181,"1963"
1,"CB_1963_WY",,"Wyoming",63,"1963"
40,"CB_1962_AK",,"Alaska",9,"1962"
108,"CB_1962_AL",,"Alabama",239,"1962"
67,"CB_1962_AR",,"Arkansas",237,"1962"
0,"CB_1962_AS",,"American Samoa",0,"1962"
202,"CB_1962_AZ",,"Arizona",10,"1962"
1963,"CB_1962_CA",,"California",123,"1962"
7,"CB_1962_CO",,"Colorado",173,"1962"
231,"CB_1962_CT",,"Connecticut",58,"1962"
72,"CB_1962_DC",,"District Of Columbia",12,"1962"
56,"CB_1962_DE",,"Delaware",19,"1962"
16,"CB_1962_FL",,"Florida",340,"1962"
0,"CB_1962_FM",,"Federated States of Micronesia",0,"1962"
141,"CB_1962_GA",,"Georgia",364,"1962"
0,"CB_1962_GU",,"Guam",0,"1962"
105,"CB_1962_HI",,"Hawaii",7,"1962"
194,"CB_1962_IA",,"Iowa",652,"1962"
93,"CB_1962_ID",,"Idaho",31,"1962"
4,"CB_1962_IL",,"Illinois",993,"1962"
366,"CB_1962_IN",,"Indiana",434,"1962"
38,"CB_1962_KS",,"Kansas",590,"1962"
184,"CB_1962_KY",,"Kentucky",342,"1962"
203,"CB_1962_LA",,"Louisiana",195,"1962"
443,"CB_1962_MA",,"Massachusetts",158,"1962"
296,"CB_1962_MD",,"Maryland",120,"1962"
145,"CB_1962_ME",,"Maine",41,"1962"
669,"CB_1962_MI",,"Michigan",369,"1962"
6,"CB_1962_MN",,"Minnesota",686,"1962"
44,"CB_1962_MO",,"Missouri",614,"1962"
162,"CB_1962_MS",,"Mississippi",190,"1962"
3,"CB_1962_MT",,"Montana",122,"1962"
606,"CB_1962_NC",,"North Carolina",161,"1962"
33,"CB_1962_ND",,"North Dakota",153,"1962"
19,"CB_1962_NE",,"Nebraska",396,"1962"
3,"CB_1962_NH",,"New Hampshire",71,"1962"
517,"CB_1962_NJ",,"New Jersey",239,"1962"
69,"CB_1962_NM",,"New Mexico",60,"1962"
45,"CB_1962_NV",,"Nevada",7,"1962"
1579,"CB_1962_NY",,"New York",355,"1962"
744,"CB_1962_OH",,"Ohio",563,"1962"
32,"CB_1962_OK",,"Oklahoma",390,"1962"
213,"CB_1962_OR",,"Oregon",47,"1962"
944,"CB_1962_PA",,"Pennsylvania",628,"1962"
125,"CB_1962_PR",,"Puerto Rico",7,"1962"
98,"CB_1962_RI",,"Rhode Island",8,"1962"
186,"CB_1962_SC",,"South Carolina",138,"1962"
69,"CB_1962_SD",,"South Dakota",171,"1962"
255,"CB_1962_TN",,"Tennessee",289,"1962"
44,"CB_1962_TX",,"Texas",1030,"1962"
83,"CB_1962_UT",,"Utah",45,"1962"
367,"CB_1962_VA",,"Virginia",292,"1962"
6,"CB_1962_VI",,"Virgin Islands Of The U.S.",1,"1962"
40,"CB_1962_VT",,"Vermont",50,"1962"
323,"CB_1962_WA",,"Washington",91,"1962"
162,"CB_1962_WI",,"Wisconsin",567,"1962"
0,"CB_1962_WV",,"West Virginia",181,"1962"
1,"CB_1962_WY",,"Wyoming",56,"1962"
34,"CB_1961_AK",,"Alaska",10,"1961"
98,"CB_1961_AL",,"Alabama",238,"1961"
56,"CB_1961_AR",,"Arkansas",233,"1961"
0,"CB_1961_AS",,"American Samoa",0,"1961"
190,"CB_1961_AZ",,"Arizona",11,"1961"
1787,"CB_1961_CA",,"California",117,"1961"
7,"CB_1961_CO",,"Colorado",164,"1961"
219,"CB_1961_CT",,"Connecticut",58,"1961"
69,"CB_1961_DC",,"District Of Columbia",11,"1961"
52,"CB_1961_DE",,"Delaware",19,"1961"
15,"CB_1961_FL",,"Florida",318,"1961"
0,"CB_1961_FM",,"Federated States of Micronesia",0,"1961"
126,"CB_1961_GA",,"Georgia",362,"1961"
0,"CB_1961_GU",,"Guam",0,"1961"
90,"CB_1961_HI",,"Hawaii",7,"1961"
190,"CB_1961_IA",,"Iowa",649,"1961"
88,"CB_1961_ID",,"Idaho",32,"1961"
4,"CB_1961_IL",,"Illinois",970,"1961"
340,"CB_1961_IN",,"Indiana",437,"1961"
32,"CB_1961_KS",,"Kansas",587,"1961"
165,"CB_1961_KY",,"Kentucky",342,"1961"
189,"CB_1961_LA",,"Louisiana",191,"1961"
409,"CB_1961_MA",,"Massachusetts",163,"1961"
261,"CB_1961_MD",,"Maryland",131,"1961"
131,"CB_1961_ME",,"Maine",43,"1961"
615,"CB_1961_MI",,"Michigan",371,"1961"
6,"CB_1961_MN",,"Minnesota",680,"1961"
37,"CB_1961_MO",,"Missouri",612,"1961"
149,"CB_1961_MS",,"Mississippi",191,"1961"
1,"CB_1961_MT",,"Montana",122,"1961"
547,"CB_1961_NC",,"North Carolina",170,"1961"
31,"CB_1961_ND",,"North Dakota",153,"1961"
17,"CB_1961_NE",,"Nebraska",394,"1961"
3,"CB_1961_NH",,"New Hampshire",71,"1961"
471,"CB_1961_NJ",,"New Jersey",244,"1961"
64,"CB_1961_NM",,"New Mexico",57,"1961"
41,"CB_1961_NV",,"Nevada",7,"1961"
1482,"CB_1961_NY",,"New York",374,"1961"
696,"CB_1961_OH",,"Ohio",575,"1961"
32,"CB_1961_OK",,"Oklahoma",385,"1961"
206,"CB_1961_OR",,"Oregon",47,"1961"
872,"CB_1961_PA",,"Pennsylvania",666,"1961"
123,"CB_1961_PR",,"Puerto Rico",7,"1961"
90,"CB_1961_RI",,"Rhode Island",8,"1961"
166,"CB_1961_SC",,"South Carolina",138,"1961"
62,"CB_1961_SD",,"South Dakota",174,"1961"
236,"CB_1961_TN",,"Tennessee",290,"1961"
32,"CB_1961_TX",,"Texas",1001,"1961"
77,"CB_1961_UT",,"Utah",46,"1961"
320,"CB_1961_VA",,"Virginia",302,"1961"
6,"CB_1961_VI",,"Virgin Islands Of The U.S.",1,"1961"
37,"CB_1961_VT",,"Vermont",52,"1961"
305,"CB_1961_WA",,"Washington",88,"1961"
159,"CB_1961_WI",,"Wisconsin",561,"1961"
0,"CB_1961_WV",,"West Virginia",180,"1961"
1,"CB_1961_WY",,"Wyoming",55,"1961"
32,"CB_1960_AK",,"Alaska",9,"1960"
90,"CB_1960_AL",,"Alabama",238,"1960"
46,"CB_1960_AR",,"Arkansas",232,"1960"
0,"CB_1960_AS",,"American Samoa",0,"1960"
171,"CB_1960_AZ",,"Arizona",9,"1960"
1671,"CB_1960_CA",,"California",112,"1960"
7,"CB_1960_CO",,"Colorado",162,"1960"
198,"CB_1960_CT",,"Connecticut",61,"1960"
65,"CB_1960_DC",,"District Of Columbia",12,"1960"
52,"CB_1960_DE",,"Delaware",19,"1960"
14,"CB_1960_FL",,"Florida",304,"1960"
0,"CB_1960_FM",,"Federated States of Micronesia",0,"1960"
106,"CB_1960_GA",,"Georgia",363,"1960"
0,"CB_1960_GU",,"Guam",0,"1960"
85,"CB_1960_HI",,"Hawaii",7,"1960"
181,"CB_1960_IA",,"Iowa",635,"1960"
83,"CB_1960_ID",,"Idaho",32,"1960"
4,"CB_1960_IL",,"Illinois",960,"1960"
311,"CB_1960_IN",,"Indiana",437,"1960"
25,"CB_1960_KS",,"Kansas",583,"1960"
146,"CB_1960_KY",,"Kentucky",345,"1960"
176,"CB_1960_LA",,"Louisiana",189,"1960"
373,"CB_1960_MA",,"Massachusetts",166,"1960"
246,"CB_1960_MD",,"Maryland",132,"1960"
123,"CB_1960_ME",,"Maine",42,"1960"
576,"CB_1960_MI",,"Michigan",378,"1960"
6,"CB_1960_MN",,"Minnesota",679,"1960"
25,"CB_1960_MO",,"Missouri",610,"1960"
136,"CB_1960_MS",,"Mississippi",191,"1960"
1,"CB_1960_MT",,"Montana",119,"1960"
505,"CB_1960_NC",,"North Carolina",182,"1960"
29,"CB_1960_ND",,"North Dakota",153,"1960"
12,"CB_1960_NE",,"Nebraska",392,"1960"
4,"CB_1960_NH",,"New Hampshire",70,"1960"
436,"CB_1960_NJ",,"New Jersey",250,"1960"
56,"CB_1960_NM",,"New Mexico",55,"1960"
37,"CB_1960_NV",,"Nevada",7,"1960"
1380,"CB_1960_NY",,"New York",390,"1960"
638,"CB_1960_OH",,"Ohio",584,"1960"
23,"CB_1960_OK",,"Oklahoma",386,"1960"
195,"CB_1960_OR",,"Oregon",49,"1960"
791,"CB_1960_PA",,"Pennsylvania",691,"1960"
115,"CB_1960_PR",,"Puerto Rico",7,"1960"
90,"CB_1960_RI",,"Rhode Island",8,"1960"
147,"CB_1960_SC",,"South Carolina",139,"1960"
59,"CB_1960_SD",,"South Dakota",174,"1960"
216,"CB_1960_TN",,"Tennessee",291,"1960"
28,"CB_1960_TX",,"Texas",990,"1960"
74,"CB_1960_UT",,"Utah",46,"1960"
284,"CB_1960_VA",,"Virginia",305,"1960"
5,"CB_1960_VI",,"Virgin Islands Of The U.S.",1,"1960"
33,"CB_1960_VT",,"Vermont",55,"1960"
291,"CB_1960_WA",,"Washington",85,"1960"
158,"CB_1960_WI",,"Wisconsin",554,"1960"
0,"CB_1960_WV",,"West Virginia",181,"1960"
1,"CB_1960_WY",,"Wyoming",55,"1960"
24,"CB_1959_AK",,"Alaska",13,"1959"
78,"CB_1959_AL",,"Alabama",237,"1959"
41,"CB_1959_AR",,"Arkansas",231,"1959"
0,"CB_1959_AS",,"American Samoa",0,"1959"
146,"CB_1959_AZ",,"Arizona",8,"1959"
1552,"CB_1959_CA",,"California",110,"1959"
7,"CB_1959_CO",,"Colorado",160,"1959"
185,"CB_1959_CT",,"Connecticut",63,"1959"
64,"CB_1959_DC",,"District Of Columbia",12,"1959"
51,"CB_1959_DE",,"Delaware",19,"1959"
14,"CB_1959_FL",,"Florida",288,"1959"
0,"CB_1959_FM",,"Federated States of Micronesia",0,"1959"
87,"CB_1959_GA",,"Georgia",357,"1959"
0,"CB_1959_GU",,"Guam",0,"1959"
77,"CB_1959_HI",,"Hawaii",6,"1959"
170,"CB_1959_IA",,"Iowa",632,"1959"
81,"CB_1959_ID",,"Idaho",32,"1959"
4,"CB_1959_IL",,"Illinois",949,"1959"
276,"CB_1959_IN",,"Indiana",443,"1959"
20,"CB_1959_KS",,"Kansas",585,"1959"
132,"CB_1959_KY",,"Kentucky",348,"1959"
162,"CB_1959_LA",,"Louisiana",186,"1959"
353,"CB_1959_MA",,"Massachusetts",163,"1959"
221,"CB_1959_MD",,"Maryland",139,"1959"
113,"CB_1959_ME",,"Maine",48,"1959"
531,"CB_1959_MI",,"Michigan",381,"1959"
6,"CB_1959_MN",,"Minnesota",677,"1959"
9,"CB_1959_MO",,"Missouri",607,"1959"
132,"CB_1959_MS",,"Mississippi",191,"1959"
1,"CB_1959_MT",,"Montana",115,"1959"
449,"CB_1959_NC",,"North Carolina",191,"1959"
27,"CB_1959_ND",,"North Dakota",153,"1959"
3,"CB_1959_NE",,"Nebraska",388,"1959"
3,"CB_1959_NH",,"New Hampshire",71,"1959"
398,"CB_1959_NJ",,"New Jersey",255,"1959"
49,"CB_1959_NM",,"New Mexico",52,"1959"
36,"CB_1959_NV",,"Nevada",7,"1959"
1299,"CB_1959_NY",,"New York",403,"1959"
598,"CB_1959_OH",,"Ohio",587,"1959"
18,"CB_1959_OK",,"Oklahoma",382,"1959"
179,"CB_1959_OR",,"Oregon",51,"1959"
738,"CB_1959_PA",,"Pennsylvania",710,"1959"
112,"CB_1959_PR",,"Puerto Rico",7,"1959"
89,"CB_1959_RI",,"Rhode Island",8,"1959"
134,"CB_1959_SC",,"South Carolina",138,"1959"
54,"CB_1959_SD",,"South Dakota",173,"1959"
197,"CB_1959_TN",,"Tennessee",290,"1959"
28,"CB_1959_TX",,"Texas",967,"1959"
70,"CB_1959_UT",,"Utah",46,"1959"
255,"CB_1959_VA",,"Virginia",309,"1959"
5,"CB_1959_VI",,"Virgin Islands Of The U.S.",1,"1959"
33,"CB_1959_VT",,"Vermont",56,"1959"
268,"CB_1959_WA",,"Washington",85,"1959"
152,"CB_1959_WI",,"Wisconsin",550,"1959"
0,"CB_1959_WV",,"West Virginia",181,"1959"
1,"CB_1959_WY",,"Wyoming",53,"1959"
19,"CB_1958_AK",,"Alaska",13,"1958"
62,"CB_1958_AL",,"Alabama",239,"1958"
35,"CB_1958_AR",,"Arkansas",232,"1958"
0,"CB_1958_AS",,"American Samoa",0,"1958"
138,"CB_1958_AZ",,"Arizona",7,"1958"
1462,"CB_1958_CA",,"California",119,"1958"
6,"CB_1958_CO",,"Colorado",157,"1958"
160,"CB_1958_CT",,"Connecticut",70,"1958"
60,"CB_1958_DC",,"District Of Columbia",13,"1958"
42,"CB_1958_DE",,"Delaware",26,"1958"
13,"CB_1958_FL",,"Florida",275,"1958"
0,"CB_1958_FM",,"Federated States of Micronesia",0,"1958"
76,"CB_1958_GA",,"Georgia",356,"1958"
0,"CB_1958_GU",,"Guam",0,"1958"
7,"CB_1958_HI",,"Hawaii",3,"1958"
161,"CB_1958_IA",,"Iowa",628,"1958"
81,"CB_1958_ID",,"Idaho",28,"1958"
4,"CB_1958_IL",,"Illinois",940,"1958"
248,"CB_1958_IN",,"Indiana",452,"1958"
14,"CB_1958_KS",,"Kansas",557,"1958"
116,"CB_1958_KY",,"Kentucky",349,"1958"
156,"CB_1958_LA",,"Louisiana",185,"1958"
322,"CB_1958_MA",,"Massachusetts",165,"1958"
206,"CB_1958_MD",,"Maryland",141,"1958"
109,"CB_1958_ME",,"Maine",49,"1958"
492,"CB_1958_MI",,"Michigan",391,"1958"
6,"CB_1958_MN",,"Minnesota",676,"1958"
4,"CB_1958_MO",,"Missouri",595,"1958"
124,"CB_1958_MS",,"Mississippi",191,"1958"
1,"CB_1958_MT",,"Montana",114,"1958"
409,"CB_1958_NC",,"North Carolina",202,"1958"
27,"CB_1958_ND",,"North Dakota",152,"1958"
2,"CB_1958_NE",,"Nebraska",384,"1958"
3,"CB_1958_NH",,"New Hampshire",66,"1958"
367,"CB_1958_NJ",,"New Jersey",259,"1958"
43,"CB_1958_NM",,"New Mexico",53,"1958"
33,"CB_1958_NV",,"Nevada",6,"1958"
1232,"CB_1958_NY",,"New York",422,"1958"
551,"CB_1958_OH",,"Ohio",605,"1958"
15,"CB_1958_OK",,"Oklahoma",380,"1958"
165,"CB_1958_OR",,"Oregon",53,"1958"
668,"CB_1958_PA",,"Pennsylvania",730,"1958"
102,"CB_1958_PR",,"Puerto Rico",7,"1958"
84,"CB_1958_RI",,"Rhode Island",7,"1958"
128,"CB_1958_SC",,"South Carolina",137,"1958"
54,"CB_1958_SD",,"South Dakota",172,"1958"
183,"CB_1958_TN",,"Tennessee",291,"1958"
23,"CB_1958_TX",,"Texas",946,"1958"
68,"CB_1958_UT",,"Utah",44,"1958"
234,"CB_1958_VA",,"Virginia",312,"1958"
4,"CB_1958_VI",,"Virgin Islands Of The U.S.",2,"1958"
30,"CB_1958_VT",,"Vermont",57,"1958"
253,"CB_1958_WA",,"Washington",87,"1958"
152,"CB_1958_WI",,"Wisconsin",547,"1958"
0,"CB_1958_WV",,"West Virginia",180,"1958"
1,"CB_1958_WY",,"Wyoming",52,"1958"
16,"CB_1957_AK",,"Alaska",13,"1957"
60,"CB_1957_AL",,"Alabama",239,"1957"
29,"CB_1957_AR",,"Arkansas",232,"1957"
0,"CB_1957_AS",,"American Samoa",0,"1957"
126,"CB_1957_AZ",,"Arizona",6,"1957"
1384,"CB_1957_CA",,"California",122,"1957"
5,"CB_1957_CO",,"Colorado",157,"1957"
140,"CB_1957_CT",,"Connecticut",77,"1957"
57,"CB_1957_DC",,"District Of Columbia",16,"1957"
40,"CB_1957_DE",,"Delaware",26,"1957"
13,"CB_1957_FL",,"Florida",265,"1957"
0,"CB_1957_FM",,"Federated States of Micronesia",0,"1957"
69,"CB_1957_GA",,"Georgia",353,"1957"
0,"CB_1957_GU",,"Guam",0,"1957"
6,"CB_1957_HI",,"Hawaii",3,"1957"
159,"CB_1957_IA",,"Iowa",624,"1957"
78,"CB_1957_ID",,"Idaho",28,"1957"
4,"CB_1957_IL",,"Illinois",933,"1957"
223,"CB_1957_IN",,"Indiana",457,"1957"
5,"CB_1957_KS",,"Kansas",552,"1957"
108,"CB_1957_KY",,"Kentucky",351,"1957"
141,"CB_1957_LA",,"Louisiana",181,"1957"
295,"CB_1957_MA",,"Massachusetts",166,"1957"
190,"CB_1957_MD",,"Maryland",147,"1957"
101,"CB_1957_ME",,"Maine",51,"1957"
445,"CB_1957_MI",,"Michigan",393,"1957"
6,"CB_1957_MN",,"Minnesota",673,"1957"
4,"CB_1957_MO",,"Missouri",589,"1957"
116,"CB_1957_MS",,"Mississippi",192,"1957"
1,"CB_1957_MT",,"Montana",114,"1957"
384,"CB_1957_NC",,"North Carolina",209,"1957"
26,"CB_1957_ND",,"North Dakota",150,"1957"
2,"CB_1957_NE",,"Nebraska",382,"1957"
3,"CB_1957_NH",,"New Hampshire",63,"1957"
334,"CB_1957_NJ",,"New Jersey",268,"1957"
39,"CB_1957_NM",,"New Mexico",52,"1957"
32,"CB_1957_NV",,"Nevada",6,"1957"
1174,"CB_1957_NY",,"New York",449,"1957"
491,"CB_1957_OH",,"Ohio",610,"1957"
6,"CB_1957_OK",,"Oklahoma",379,"1957"
157,"CB_1957_OR",,"Oregon",53,"1957"
593,"CB_1957_PA",,"Pennsylvania",758,"1957"
74,"CB_1957_PR",,"Puerto Rico",7,"1957"
77,"CB_1957_RI",,"Rhode Island",8,"1957"
110,"CB_1957_SC",,"South Carolina",137,"1957"
53,"CB_1957_SD",,"South Dakota",172,"1957"
168,"CB_1957_TN",,"Tennessee",291,"1957"
24,"CB_1957_TX",,"Texas",931,"1957"
66,"CB_1957_UT",,"Utah",44,"1957"
217,"CB_1957_VA",,"Virginia",312,"1957"
2,"CB_1957_VI",,"Virgin Islands Of The U.S.",2,"1957"
18,"CB_1957_VT",,"Vermont",58,"1957"
244,"CB_1957_WA",,"Washington",86,"1957"
151,"CB_1957_WI",,"Wisconsin",546,"1957"
0,"CB_1957_WV",,"West Virginia",179,"1957"
1,"CB_1957_WY",,"Wyoming",53,"1957"
14,"CB_1956_AK",,"Alaska",12,"1956"
53,"CB_1956_AL",,"Alabama",237,"1956"
27,"CB_1956_AR",,"Arkansas",231,"1956"
0,"CB_1956_AS",,"American Samoa",0,"1956"
111,"CB_1956_AZ",,"Arizona",9,"1956"
1302,"CB_1956_CA",,"California",132,"1956"
5,"CB_1956_CO",,"Colorado",156,"1956"
119,"CB_1956_CT",,"Connecticut",85,"1956"
54,"CB_1956_DC",,"District Of Columbia",17,"1956"
38,"CB_1956_DE",,"Delaware",27,"1956"
12,"CB_1956_FL",,"Florida",256,"1956"
0,"CB_1956_FM",,"Federated States of Micronesia",0,"1956"
67,"CB_1956_GA",,"Georgia",352,"1956"
0,"CB_1956_GU",,"Guam",0,"1956"
6,"CB_1956_HI",,"Hawaii",3,"1956"
159,"CB_1956_IA",,"Iowa",622,"1956"
72,"CB_1956_ID",,"Idaho",33,"1956"
4,"CB_1956_IL",,"Illinois",922,"1956"
193,"CB_1956_IN",,"Indiana",463,"1956"
3,"CB_1956_KS",,"Kansas",548,"1956"
96,"CB_1956_KY",,"Kentucky",352,"1956"
129,"CB_1956_LA",,"Louisiana",179,"1956"
277,"CB_1956_MA",,"Massachusetts",167,"1956"
178,"CB_1956_MD",,"Maryland",149,"1956"
92,"CB_1956_ME",,"Maine",51,"1956"
416,"CB_1956_MI",,"Michigan",401,"1956"
6,"CB_1956_MN",,"Minnesota",672,"1956"
4,"CB_1956_MO",,"Missouri",588,"1956"
103,"CB_1956_MS",,"Mississippi",193,"1956"
0,"CB_1956_MT",,"Montana",113,"1956"
